"Survey Date and Time","Surveyer id","General Data-Tehsil","General Data-District","General Data-Establishment Address","General Data-Udyog Registered","General Data-If yes Number","General Data-Class","General Data-Sector","General Data-If Any Other Sector Please specify","General Data-Year of Establishment","Details of the Business-Name of Business","Details of the Business-Type of Unit","Details of the Business-Nature of Operation","Details of the Business-Nature Of Job","Details of the Business-Nature Of Employment","Employee Size-2016-17","Employee Size-2017-18","Employee Size-2018-19","Employee Size-2019-20","Employee Size-2020-21","Details of the Finances and Expenses-(Monthly  Cost)-2016-17","Details of the Finances and Expenses-(Monthly  Cost)-2017-18","Details of the Finances and Expenses-(Monthly  Cost)-2018-19","Details of the Finances and Expenses-(Monthly  Cost)-2019-20","Details of the Finances and Expenses-(Monthly  Cost)-2020-21","Details of the Bank Credit Facilitation and Utilization-(Loan Amount)-2016-17","Details of the Bank Credit Facilitation and Utilization-(Loan Amount)-2017-18","Details of the Bank Credit Facilitation and Utilization-(Loan Amount)-2018-19","Details of the Bank Credit Facilitation and Utilization-(Loan Amount)-2019-20","Details of the Bank Credit Facilitation and Utilization-(Loan Amount)-2020-21","Details of the Bank Credit Facilitation and Utilization-(Bank Name)-2016-17","Details of the Bank Credit Facilitation and Utilization-(Bank Name)-2017-18","Details of the Bank Credit Facilitation and Utilization-(Bank Name)-2018-19","Details of the Bank Credit Facilitation and Utilization-(Bank Name)-2019-20","Details of the Bank Credit Facilitation and Utilization-(Bank Name)-2020-21","Details of the Bank Credit Facilitation and Utilization-(Scheme Name under which it was availed)-Scheme","Photos-Person interviewed","Photos-Signboard of Company","Photos-Picture of business operation"
"2021-08-14 03:47:20",21,Kanpur,"Kanpur Nagar","59/107 Gurudev market dal mandi canal Road",No,,"[""Services""]",Other,"paan shop",2021,"paan shop",Micro,Casual,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 06:00:16",21,Meerut,Meerut,"atola meerut",No,,"[""Services""]",Other,"fibres shop",2021,"fibres shop",Small,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:42:50",21,vrindavan,Mathura,"S-3/48 Kailash Nagar vrindavan",No,,"[""Services""]",Other,shop,2020,shop,Small,Seasonal,Unskilled,Contractual,,,,,2,,,,,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 03:49:20",21,unnao,Unnao,"7/321 gandhi Nagar s Suraj ganj",No,,"[""Services""]",Other,shop,2021,shop,Small,Casual,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 10:46:45",21,"Meerut ",Meerut,"ward no .8 vill & post,- kharkhauda,",No,,"[""Services""]",Other,shop,2021,shop,Small,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 05:24:09",21,etawah,Etawah,"254 how will be tahsil saifai",No,,"[""Services""]",Other,shop,2019,shop,Small,Casual,Unskilled,Contractual,,,,2,2,,,,15000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 06:02:51",21,bijnor,Bijnor,"shubham hospital meyers road",No,,"[""Services""]",Other,"mobile repairing shop",2019,"mobile repairing shop didi",Small,Seasonal,Skilled,Contractual,,,,2,2,,,,10000,15000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:47:14",21,bijnorbijnor,Bijnor,"Charles Mandi rampura road",No,,"[""Services""]",Other,shop,2021,shop,Micro,Casual,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:05:14",21,bijnor,Bijnor,"joshiy net aur dhampur",No,,"[""Services""]",Other,shop,2021,shop,Small,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:49:16",21,Jhansi,Jhansi,"217 Takiiyapur chirgaon",No,,"[""Services""]",Other,shop,2021,shop,Small,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:48:44",21,najibabad,Bijnor," maqbara nazia bad bijnor",No,,"[""Services""]","Repairing & Services",,2020,repairing,Small,Seasonal,Unskilled,Contractual,,,,,2,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 03:56:03",21,achhalda,Auraiya,"achhalda auraiya uttar Pradesh",No,,"[""Services""]",Other,"animal loan",2020,"animal loan",Micro,Casual,Unskilled,Permanent,,,,,1,,,,,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:50:50",21,Meerut,Meerut,"1454 India Nagar berhampuri",No,,"[""Services""]","Machinery & Part except electrical",,2019,"machinery parts",Small,Seasonal,Unskilled,Contractual,,,,2,2,,,,10000,8000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:52:12",21," Banda",Banda,"jungle civil line Banda",No,,"[""Services""]",Other,shop,2021,shop,Small,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 06:10:06",21,bijnor,Bijnor,"hakimaan  sherkot bijnor",No,,"[""Services""]","Repairing & Services",,2021,repairing,Small,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 03:57:50",21,Mathura,Mathura,"v p civil 10 Chanda",No,,"[""Services""]",Other,shop,2020,shop,Small,Seasonal,Unskilled,Contractual,,,,,1,,,,,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:09:05",21,muzaffarnagar,Muzaffarnagar,"H no. 193shernagar ",No,,"[""Services""]",Other,shop,2021,shop,Small,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:00:03",21,muzaffarnagar,Muzaffarnagar,"dollara post bodina kalain",No,,"[""Services""]",Other,shop,2020,shop,Small,Seasonal,Unskilled,Contractual,,,,,1,,,,,10000,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 04:52:52",21," Aligarh",Aligarh,"Krishna tola shayad Wali Gali Aligarh",No,,"[""Services""]",Other,shop,2021,shop,Small,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:55:15",21,Ghaziabad,Ghaziabad,"mandola Ghaziabad",No,,"[""Services""]",Other,"mobile repairing shop",2019,"mobile repairing shop",Small,Seasonal,Unskilled,Contractual,,,,2,2,,,,20000,15000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:02:39",21," Meerut",Meerut,"m 293 ganganagar meerut",No,,"[""Services""]","Repairing & Services",,2019,Repairing,Small,Seasonal,Unskilled,Contractual,,,,1,1,,,,10000,8000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:13:23",21,muzaffarnagar,Muzaffarnagar,"260, Patel Nagar new mandi",No,,"[""Services""]",Other,shop,2021,shop,Small,Seasonal,Skilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:54:45",21,golghar,Gorakhpur,"shop aap number 213 SBI line baldev plaza golmal",No,,"[""Services""]",Other,shop,2021,shop,Small,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:04:24",21,Meerut,Meerut,"1029 Mandi kaseru khera",No,,"[""Services""]","Machinery & Part except electrical",,2019,"machinery parts",Small,Seasonal,Unskilled,Contractual,,,,1,2,,,,10000,8000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:06:20",21,Shahjahanpur,Shahjahanpur,"4 Banda mandoli Shahjahanpur",No,,"[""Services""]",Other,shop,2021,shop,Small,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:36:02",21,tahkurdwara,Moradabad,"vill, dakiya piru post dakiya jat",No,,"[""Services""]",Other,"general store ",2021,"general store",Small,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:01:17",21,Faizabad,Faizabad,"344 kasganj umra Faizabad",No,,"[""Services""]",Other,shop,2020,shop,Small,Seasonal,Unskilled,Contractual,,,,,2,,,,,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:17:48",21,Saharanpur,Saharanpur,"316chak hareti",No,,"[""Services""]","Repairing & Services",,2020,repairing,Small,Seasonal,Unskilled,Contractual,,,,,2,,,,,50000,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 04:58:18",21,raebareli,RaeBareli,"vill Kori har Rae bareli uttar Pradesh",No,,"[""Services""]","Machinery & Part except electrical",,2019,"machineries parts",Small,Seasonal,Unskilled,Contractual,,,,2,2,,,,10000,8000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:03:12",21,shahjahan,Shahjahanpur,"S/0: Arun Kumar Verma h number 92",No,,"[""Services""]","Repairing & Services",,2020,repairing,Small,Seasonal,Unskilled,Contractual,,,,,2,,,,,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:08:32",21,Delhi,Ghaziabad,"3843 mohalla Pratap ganj",No,,"[""Services""]",Other,shop,2020,shop,Small,Seasonal,Unskilled,Contractual,,,,,1,,,,,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:04:47",21,Agra,Agra,"s o devpal village loriya post 52",No,,"[""Services""]",Other,shop,2020,shop,Small,Seasonal,Unskilled,Contractual,,,,,2,,,,,25000,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 03:05:47",21,basti,"Amroha (J.P. Nagar)","wo shahjhd moh farid wali nai",No,,"[""Services""]","Repairing & Services",,2020,repairing,Small,Seasonal,Unskilled,Contractual,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:38:54",21,Thakurdwara,Moradabad,"gram dakiya peeru",No,,"[""Services""]",Other,"repairing motors shop",2019,"repairing motors shop",Small,Casual,Unskilled,Contractual,,,,2,2,,,,10000,5000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:10:39",21,Noida,"Gautam Buddha Nagar","movie apur sector 163 Noida",No,,"[""Services""]",Other,shop,2020,shop,Small,Seasonal,Unskilled,Contractual,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:22:39",21,Jhansi,Jhansi,"572 khati baba main road sarla sadan",No,,"[""Services""]","Repairing & Services",,2021,repairing,Small,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 11:07:15",21,bijnor,Bijnor,"v i l l and post sisauna",No,,"[""Services""]","Machinery & Part except electrical",,2021,"machinery parts",Small,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 03:10:48",21,Mahmoorganj,Varanasi,"EB-12,VDA colony",No,,"[""Services""]",Other,shop,2020,shop,Small,Seasonal,Unskilled,Contractual,,,,,1,,,,,8000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:13:40",21,Meerut,Meerut,"c 6 Tri Nagar l l r m medical college Meerut",No,,"[""Services""]",Other,shop,2020,shop,Small,Casual,Unskilled,Contractual,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:17:31",21,Meerut,Meerut,"near rahata hospital Shri ram Vihar",No,,"[""Services""]",Other,shop,2021,shop,Small,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 05:04:54",21,raebareli,RaeBareli,"vill and post kaurihar raebareli",No,,"[""Services""]",Other,"books store",2020,"books store",Small,Casual,Skilled,Permanent,,,,,1,,,,,15000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:27:54",21,Noida,"Gautam Buddha Nagar","A-42, nathu colony sector 49",No,,"[""Services""]",Other,"mobile repairing",2021,"mobile repairing",Small,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 03:18:03",22,"Bijnor ",Bijnor,"vill.  Kalheri, post Dhansini, Jallalabad-up",No,,"[""Services""]",Other,"Shop ",2021,"Shop ",Micro,Seasonal,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 08:46:09",22,Aligarh,Aligarh,"Datavali mudhel charra gangiri road ",No,,"[""Services""]",Other,"Shop ",2021,"Shop ",Micro,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 06:48:54",22,"Unnav ",Unnao,"A 240 A v colony, unnao",No,,"[""Services""]",Other,"general store",2019,"Shop ",Small,Seasonal,Unskilled,Permanent,,,,2,3,,,,25000,30000,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 03:22:07",22,Moradabad,Moradabad,"Gali no. A7 islam nagar karula",No,,"[""Services""]",Other,"Shop ",2019,"Shop ",Micro,Seasonal,Unskilled,Permanent,,,,2,3,,,,10000,15000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:07:40",22,Raebareli,RaeBareli,darwaza,No,,"[""Services""]","Food products",,2021,shop,Micro,Perennial,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,ASPIRE,,,
"2021-08-14 04:25:07",22,"Kanpur nagar","Kanpur Nagar","2/37 B1 Nawabganj, thana nawabganj",No,,"[""Services""]",Other,"Shop ",2021,"Shop ",Micro,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:32:46",22,Lucknow,Lucknow,"vill.  Bazargawn po. Bajargawn",No,,"[""Services""]","Repairing & Services",,2016,"Repairing service ",Micro,Seasonal,Unskilled,Contractual,2,2,2,2,3,10000,10000,10000,10000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 08:51:05",22,Gonda,Gonda,"Shri ram jas market sahabganj bargaon",No,,"[""Services""]","Repairing & Services",,2018,"Enterprise ",Micro,Seasonal,Unskilled,Contractual,,,2,3,3,,,15000,15000,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 03:26:02",22,Muzaffarnagar,Muzaffarnagar,"341/1 sujru-5,, Muzaffarnagar",No,,"[""Services""]","Repairing & Services",,2017,"Repairing service ",Micro,Seasonal,Unskilled,Contractual,,2,2,2,2,,10000,15000,15000,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:49:11",22,"Bijnor ",Bijnor,"Harpur ,Darbara",No,,"[""Services""]","Repairing & Services",,2020,"Shop ",Micro,Seasonal,Unskilled,Contractual,,,,,3,,,,,25000,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 03:28:25",22,Rampur,Rampur,"Saijni nankar",No,,"[""Services""]",Other,"Shop ",2021,"Shop ",Micro,Seasonal,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 09:52:02",22,Bulandshahr,Bulandshahr,"H. NO. 115 Arajiyat",No,,"[""Services""]","Hosiery Garments",,2016,garments,Micro,Seasonal,Unskilled,Contractual,2,2,2,2,2,50000,50000,50000,50000,50000,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 05:11:56",22,Aligarh,Aligarh,"islamabad bhatta marris road",No,,"[""Services""]","Repairing & Services",,2021,"Shop ",Micro,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 03:31:34",22,Saharanpur,Saharanpur,"Khera Afghan Khera Afghan Saharanpur",No,,"[""Services""]","Repairing & Services",,2020,"Repairing service ",Micro,Seasonal,Unskilled,Contractual,,,,,2,,,,,25000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:30:07",22,Lalitpur,Lalitpur,"139 Jama masjid ke pass , civilian  Lalitpur",No,,"[""Services""]",Other,"Shop ",2021,"Shop ",Micro,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:36:23",22,"Bijnor ",Bijnor,"vill.  Jeetpur po. kharak",No,,"[""Services""]","Repairing & Services",,2016,"Shop ",Micro,Seasonal,Unskilled,Contractual,2,2,2,2,2,10000,10000,10000,10000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 03:35:18",22,Rampur,Rampur,"chalk number 9 mohalla Raand, tanda badli",No,,"[""Services""]",Other,"Shop ",2020,"Shop ",Micro,Seasonal,Unskilled,Contractual,,,,,2,,,,,18000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 07:17:54",22,Moradabad,Moradabad,"Thana majhola, mini bypass",No,,"[""Services""]","Repairing & Services",,2020,"Shop ",Micro,Seasonal,Unskilled,Contractual,,,,,3,,,,,25000,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 04:37:46",22,Moradabad,Moradabad,"Mohalla Harsh nagar near pterol pump,bilari",No,,"[""Services""]","Repairing & Services",,2019,"Repairing service ",Micro,Seasonal,Unskilled,Contractual,,,,2,3,,,,15000,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 03:45:02",22,"Bijnor ",Bijnor,"moh. Sherkhan, shrrkot",No,,"[""Services""]","Repairing & Services",,2021,"Repairing service ",Micro,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 09:10:13",22,"Bijnor ",Bijnor,Patiyapada,No,,"[""Services""]","Repairing & Services",,2019,"Repairing service ",Micro,Seasonal,Unskilled,Contractual,,,,3,3,,,,25000,25000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 07:27:45",22,Raebareli,RaeBareli,"Gandhi chauraha, Lalganj",No,,"[""Services""]","Repairing & Services",,2020,"Shop ",Micro,Seasonal,Unskilled,Contractual,,,,,4,,,,,20000,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 06:01:22",22,Muzaffarnagar,Muzaffarnagar,"Jahangeer patti-suzroo",No,,"[""Services""]","Food products",,2019,"Shop ",Micro,Seasonal,Unskilled,Contractual,,,,2,3,,,,15000,20000,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 10:46:47",22,"Bhim nagar","Sambhal (Bhim Nagar)","Ruknuddin sarai",No,,"[""Services""]","Repairing & Services",,2016,"Shop ",Micro,Seasonal,Unskilled,Contractual,2,2,2,2,2,20000,10000,10000,10000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 09:15:52",22,Bhadohi,Bhadohi,"Bhadohi sant ravidas",No,,"[""Services""]","Repairing & Services",,2020,"Shop ",Micro,Seasonal,Unskilled,Contractual,,,,,3,,,,,22000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:48:32",22,Moradabad,Moradabad,"Near gulam masjid islam house harthala",No,,"[""Services""]","Repairing & Services",,2019,"Repairing service ",Micro,Seasonal,Unskilled,Contractual,,,,2,3,,,,10000,15000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:42:22",22,"Meerut ",Meerut,"H. no. 873 Mohalla  Kareem  nagar",No,,"[""Services""]","Repairing & Services",,2020,"Repairing service ",Micro,Seasonal,Unskilled,Contractual,,,,,4,,,,,25000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:49:34",22,"Bijnor ",Bijnor,"Near kanto wali  masjid,Santomalan 3,nazibabad",No,,"[""Services""]","Hosiery Garments",,2018,garments,Micro,Seasonal,Unskilled,Contractual,,,3,3,4,,,20000,25000,30000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:55:02",22,"Meerut ",Meerut,"Tarapuri kadir wali gali",No,,"[""Services""]",Other,"Shop ",2020,"Shop ",Micro,Seasonal,Unskilled,Contractual,,,,,3,,,,,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 08:59:51",22,Azamgarh,Azamgarh,"Deedarganj, phoolpur",No,,"[""Services""]","Repairing & Services",,2021,"Shop ",Micro,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 06:07:56",22,Aligarh,Aligarh,"Prop- Mohammad faeem Ladiya abbas nagar",No,,"[""Manufacturing""]","Repairing & Services",,2020,"Shop ",Micro,Seasonal,Unskilled,Contractual,,,,,2,,,,,15000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 07:10:13",22,Kushinagar,"Kushinagar (Padrauna)","80, Bichpatwa,barwapatti",No,,"[""Services""]",Other,"Shop ",2019,"Shop ",Micro,Seasonal,Unskilled,Contractual,,,,3,3,,,,20000,20000,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 01:59:42",22,Bulandshahr,Bulandshahr,"34,Mohalla-patwariyan",No,,"[""Services""]","Repairing & Services",,2019,"Repairing service ",Micro,Seasonal,Unskilled,Contractual,,,,2,2,,,,15000,15000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:55:57",22,Prayagraj,Allahabad,Dahiyawan,No,,"[""Manufacturing""]","Wood products",,2020,Garmented,Micro,Seasonal,Unskilled,Contractual,,,,,3,,,,,25000,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 08:03:14",22,Baebarli,RaeBareli,"Word no. 13 Railway station road",No,,"[""Services""]",Other,"Shop ",2021,"Shop ",Micro,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 03:37:54",22,Hapur,"Hapur (Panchsheel Nagar)","village Babar post gaand, Hapur",No,,"[""Services""]","Repairing & Services",,2021,"Repairing service ",Micro,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 02:03:34",22,Amroha,"Amroha (J.P. Nagar)","61Daji wali gali nai basti N sadat",No,,"[""Manufacturing""]","Hosiery Garments",,2019,Garments,Small,Seasonal,Unskilled,Permanent,,,,3,3,,,,30000,35000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 09:02:58",22,Jhansi,Jhansi,Chirgaon,No,,"[""Services""]","Repairing & Services",,2019,"Shop ",Micro,Seasonal,Unskilled,Contractual,,,,2,3,,,,10000,15000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 02:07:37",22,"Bijnor ",Bijnor,"Mohalla - imambara,Sherkot ",No,,"[""Services""]",Other,"Shop ",2021,"Shop ",Micro,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 07:13:15",22,Varanasi,Varanasi,"D35/76C jangamgambari",No,,"[""Services""]","Repairing & Services",,2021,"Repairing service ",Micro,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 05:29:36",22,Azamgarh,Azamgarh,"Shanichar bazar, phoolpur",No,,"[""Services""]",Other,"Shop ",2021,"Shop ",Micro,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 09:57:59",22,Jhansi,Jhansi,"Vardan bihar colony ",No,,"[""Services""]","Hosiery Garments",,2016,garments,Micro,Seasonal,Unskilled,Contractual,2,2,2,3,3,300000,300000,300000,300000,300000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 08:07:14",22,Muzaffarnagar,Muzaffarnagar,"Dungar,, muzaffar nagar ",No,,"[""Services""]","Repairing & Services",,2019,"Shop ",Micro,Seasonal,Unskilled,Contractual,,,,2,3,,,,25000,25000,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 03:41:27",22,Gorakhpur,Gorakhpur,"mohalla zahidabad Gorakhnath ,Gorakhnath",No,,"[""Manufacturing""]","Repairing & Services",,2020,"Repairing service ",Micro,Seasonal,Unskilled,Contractual,,,,,3,,,,,14000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 02:11:24",22,"Bijnor ",Bijnor,"Mohalla  Acharjan,SheSherkot ",No,,"[""Services""]","Repairing & Services",,2019,"Repairing service ",Micro,Seasonal,Unskilled,Contractual,,,,2,2,,,,15000,15000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:40:52",22,Banda,Banda,"513 Kalamat nala mardan naka",No,,"[""Services""]",Other,"Shop ",2016,"Shop ",Micro,Seasonal,Unskilled,Contractual,2,2,2,2,2,2000,2000,2000,2000,2000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 09:06:42",22,Jaunpur,Jaunpur,Machhalishahar,No,,"[""Services""]","Repairing & Services",,2020,"Shop ",Micro,Seasonal,Unskilled,Contractual,,,,,3,,,,,20000,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 04:52:12",22,Farrukhabad,Farrukhabad,"63 Garhi mukim khan, farrukhabad",No,,"[""Services""]","Repairing & Services",,2019,"Repairing service ",Micro,Seasonal,Unskilled,Contractual,,,,3,3,,,,21000,22000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 06:13:42",22,Muzaffarnagar,Muzaffarnagar,"mho. South chamran purquazi,",No,,"[""Services""]","Repairing & Services",,2020,"Shop ",Micro,Seasonal,Unskilled,Contractual,,,,,3,,,,,25000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:14:33",22,Hardoi,Hardoi,"84,Kaitha barabanki",No,,"[""Services""]",Other,"Shop ",2016,"Shop ",Micro,Seasonal,Unskilled,Contractual,2,2,2,2,2,2000,2000,5000,5000,5000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:54:48",22,"Panchsheel nagar",Ghaziabad,Gharmukteshwar,No,,"[""Services""]","Repairing & Services",,2016,"Shop ",Micro,Seasonal,Unskilled,Contractual,1,1,1,1,1,5000,5000,10000,10000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 08:29:16",22,Jhansi,Jhansi,"PS Manikchowk jhansi",No,,"[""Services""]","Repairing & Services",,2021,"Repairing service ",Micro,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 02:20:29",22,Kheri,"Lakhimpur - Kheri","Mohalla Hidayatnagar, Lakhimpurkheri ",No,,"[""Services""]","Repairing & Services",,2019,"Repairing service ",Micro,Seasonal,Unskilled,Contractual,,,,2,3,,,,10000,15000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:00:28",22,"Panchsheel nagar ",Ghaziabad,"Garh Bridge ",No,,"[""Manufacturing""]","Repairing & Services",,2016,"Shop ",Micro,Perennial,Unskilled,Contractual,1,1,1,1,1,5000,5000,10000,10000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 08:13:49",22,Gorakhpur,Gorakhpur,"Mohammed Pur urf  jangale Babban bhaurabari",No,,"[""Services""]","Repairing & Services",,2019,"Repairing service ",Micro,Seasonal,Unskilled,Contractual,,,,3,3,,,,25000,30000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 08:32:37",22,Saharanpur,Saharanpur,"new Malhotra Nivas Ahmed Bagh Delhi",No,,"[""Services""]","Repairing & Services",,2020,"Shop ",Micro,Seasonal,Unskilled,Contractual,,,,,3,,,,,20000,,,,,,,,,,,ASPIRE,,,
